price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,lat,long,sqft_living15,sqft_lot15,year,month,effective_year
560000,3,2.25,2060,31400,2.0,0,0,3,8,2060,0,98074,47.6216,-122.056,2160,34500,2014,11,1984
1355000,3,2.5,3600,21399,1.0,0,3,3,9,2310,1290,98008,47.6191,-122.099,2830,17559,2015,4,2007
850000,3,2.75,3180,3680,2.0,0,0,4,9,2190,990,98126,47.577,-122.38,2000,3680,2015,3,1918
334900,4,1.75,2180,4066,1.5,0,0,3,6,1270,910,98118,47.5487,-122.277,1400,1343,2015,4,1911
235000,3,1.75,1520,12246,1.0,0,0,4,6,1520,0,98010,47.3434,-122.049,1460,12246,2015,2,1971
325000,4,2.5,1930,8458,2.0,0,0,3,7,1930,0,98038,47.3645,-122.039,1670,9485,2014,9,1993
589500,3,3.25,2310,3075,2.0,0,0,3,8,1730,580,98116,47.5644,-122.383,2310,3075,2014,6,2005
358990,3,3.25,1710,2171,2.0,0,0,3,7,1400,310,98106,47.5434,-122.368,1380,1300,2014,7,2014
1400000,4,3.25,4700,9160,1.0,0,4,3,11,2520,2180,98116,47.5744,-122.406,2240,8700,2014,5,2005
268000,3,1.75,1370,10050,1.0,0,1,4,7,1370,0,98023,47.3338,-122.341,1720,10050,2014,12,1966
335000,3,1.0,1060,10050,1.0,0,0,4,7,1060,0,98028,47.7355,-122.231,1570,9938,2014,5,1967
1599950,5,4.5,5130,43123,2.0,0,0,3,11,5130,0,98006,47.544,-122.126,4670,43560,2014,10,1996
375000,4,2.0,2400,6000,2.0,0,0,3,6,2400,0,98011,47.7607,-122.209,1780,8732,2014,6,1945
525000,2,1.0,1510,3360,1.0,0,0,3,7,880,630,98122,47.6135,-122.297,1330,3360,2014,9,1924
336600,3,2.25,1654,8464,2.0,0,0,3,7,1654,0,98038,47.3618,-122.033,1975,8515,2015,3,1995
458500,2,1.75,1160,6828,1.0,0,0,3,7,860,300,98115,47.6937,-122.298,1250,6828,2014,10,1941
292500,4,2.5,1610,4568,2.0,0,0,3,7,1610,0,98001,47.3351,-122.289,1834,4604,2015,3,2006
550000,3,2.5,2510,5400,2.0,0,0,3,9,2510,0,98056,47.5204,-122.206,1840,5400,2014,5,1992
770000,3,2.5,3680,35617,1.0,0,0,3,10,2390,1290,98052,47.7213,-122.12,3570,35633,2014,7,1985
269950,4,1.0,1440,9600,1.0,0,0,2,7,1440,0,98001,47.3168,-122.264,1740,43560,2015,2,1964
748000,3,2.5,2600,10183,1.0,0,0,3,8,1300,1300,98033,47.6984,-122.201,1860,10401,2015,5,2004
328423,3,2.5,1730,3600,2.0,0,0,3,8,1730,0,98146,47.5019,-122.34,2030,3600,2014,6,2014
755000,3,2.5,2000,1950,3.0,0,0,3,8,2000,0,98109,47.6476,-122.356,1560,1340,2014,12,2005
329350,2,1.0,720,6687,1.0,0,0,3,6,720,0,98117,47.7001,-122.362,840,6687,2014,5,1942
263700,3,1.0,1200,6561,1.0,0,0,3,6,1200,0,98177,47.7763,-122.36,1340,9450,2015,3,1968
190000,2,1.0,710,1164794,1.0,0,0,2,5,710,0,98014,47.6888,-121.909,1680,16730,2015,5,1915
609000,6,3.0,2470,9267,2.0,0,0,3,8,2470,0,98007,47.6025,-122.152,2470,9151,2014,12,1982
550388,3,3.0,1720,70567,1.0,0,2,5,7,1720,0,98027,47.4936,-122.069,2740,70567,2014,9,1966
312000,4,2.0,1300,7054,1.0,0,0,3,7,1300,0,98146,47.5071,-122.369,1560,7100,2014,5,2013
320000,4,2.25,2310,7490,2.0,0,0,3,8,2310,0,98055,47.4379,-122.192,2310,8480,2014,5,1980
325000,3,2.0,1260,5612,1.0,0,0,4,7,1260,0,98034,47.7362,-122.179,1640,4745,2015,1,1972
244615,3,2.5,2060,4030,2.0,0,0,3,7,2060,0,98032,47.3909,-122.238,2060,4029,2014,5,1999
210000,2,1.0,900,5000,1.0,0,0,5,6,900,0,98022,47.2008,-121.995,1150,5000,2015,2,1990
315000,4,2.5,1930,9643,2.0,0,0,4,7,1930,0,98031,47.4065,-122.18,1930,7525,2014,6,1992
685000,3,2.5,3450,8000,3.0,0,0,4,8,2970,480,98116,47.5605,-122.402,1880,6135,2014,7,1975
262000,3,2.5,1680,10300,2.0,0,0,4,7,1680,0,98010,47.314,-122.001,1680,9849,2014,8,1994
510000,3,1.75,1920,43560,1.0,0,0,4,7,1340,580,98074,47.6052,-122.044,2540,58806,2014,9,1962
465000,3,2.25,1970,11088,1.0,0,0,4,8,1180,790,98155,47.7651,-122.277,1970,10470,2014,5,1967
525000,3,3.0,2600,5238,1.5,0,3,3,9,1890,710,98198,47.3448,-122.327,2220,4853,2014,5,1989
275000,3,2.25,1820,9766,1.0,0,0,4,7,1450,370,98031,47.397,-122.203,1860,8236,2014,10,1987
345000,3,1.5,1390,13860,2.0,0,0,3,7,1390,0,98045,47.4704,-121.747,1390,11860,2014,10,1979
440000,4,2.5,2160,7826,1.0,0,0,4,7,1390,770,98155,47.7754,-122.276,2190,9900,2014,6,1976
574500,4,1.5,1430,6380,1.5,0,0,4,9,1430,0,98125,47.7014,-122.313,1220,5112,2014,10,1930
967000,4,3.25,1860,4356,2.0,0,0,3,9,1860,0,98103,47.6785,-122.351,1860,4356,2015,3,2005
280000,6,3.0,2400,9373,2.0,0,0,3,7,2400,0,98002,47.3262,-122.214,2060,7316,2014,9,1991
500000,4,2.5,1900,5001,1.0,0,0,3,8,1200,700,98133,47.7289,-122.335,1950,4680,2014,12,2008
575000,4,2.5,2280,27441,2.0,0,0,3,8,2280,0,98072,47.7628,-122.123,2350,35020,2014,12,1996
562000,3,1.75,1600,10530,1.0,0,2,3,8,1600,0,98155,47.7437,-122.291,2590,8274,2015,2,1962
450000,4,1.75,2160,4333,1.0,0,0,4,8,1260,900,98117,47.6893,-122.388,1670,4426,2014,6,1942
750000,3,2.5,2620,43832,2.0,0,0,3,8,2620,0,98053,47.655,-122.009,2620,120686,2014,7,2013
699900,4,2.25,2380,16236,1.0,0,0,3,7,1540,840,98008,47.6126,-122.12,2230,8925,2014,9,1961
390000,3,2.5,2350,5100,2.0,0,0,3,8,2350,0,98038,47.3512,-122.008,2350,5363,2014,12,2003
285000,3,1.75,1600,7500,1.0,0,0,3,7,1600,0,98002,47.2831,-122.199,1620,7461,2015,5,1998
514000,3,2.0,1770,7200,1.0,0,0,4,7,1770,0,98033,47.6642,-122.173,2250,11250,2014,8,1967
880000,5,2.75,3020,9187,2.0,0,0,3,9,3020,0,98033,47.6806,-122.167,2250,9675,2015,4,2007
325000,3,1.75,1810,8048,1.0,0,0,4,7,1290,520,98055,47.4484,-122.194,1550,9081,2014,7,1983
259000,4,1.5,1810,9000,1.5,0,0,3,7,1810,0,98168,47.4911,-122.322,1520,9780,2015,2,1960
1250000,4,2.75,4120,12500,1.0,0,4,4,8,2060,2060,98116,47.5914,-122.385,3680,5000,2014,12,1947
345000,2,2.25,1110,1290,3.0,0,0,3,8,1110,0,98103,47.6968,-122.34,1360,1251,2014,10,2006
549000,3,1.75,2000,6130,1.0,0,0,4,8,1120,880,98117,47.6925,-122.388,2140,7150,2014,11,1951
710000,5,2.5,2570,9600,1.0,0,2,3,8,1620,950,98125,47.7216,-122.282,2680,9900,2014,10,1956
1140000,6,3.75,5960,20197,2.0,0,4,3,10,3900,2060,98065,47.5398,-121.869,3860,12800,2015,1,2005
482000,3,2.5,2950,6545,2.0,0,0,3,8,2950,0,98059,47.4828,-122.139,2400,6550,2015,2,2003
280000,3,2.5,1860,6607,2.0,0,0,3,7,1860,0,98023,47.2891,-122.351,1760,6766,2014,6,1989
185000,3,1.0,1150,8100,1.0,0,0,3,6,1150,0,98168,47.494,-122.307,1120,8100,2014,5,1932
440000,3,1.0,1610,5500,1.5,0,0,3,7,1610,0,98103,47.698,-122.351,1200,5701,2014,11,1973
320000,3,1.75,1480,7225,1.0,0,0,4,7,1480,0,98056,47.513,-122.185,1430,7201,2014,5,1965
399000,4,3.0,3060,5000,2.0,0,0,3,8,3060,0,98042,47.3786,-122.126,3060,5668,2014,6,2001
269500,2,1.0,930,4000,1.0,0,0,3,6,730,200,98108,47.5321,-122.323,1100,5000,2015,5,1943
415000,4,2.5,2020,5501,2.0,0,0,3,7,2020,0,98059,47.4937,-122.15,2020,5494,2014,6,2010
249000,3,2.5,1850,7200,1.0,0,0,3,7,1500,350,98023,47.3063,-122.384,2140,7500,2014,12,1979
441000,3,1.5,1540,7200,1.0,0,0,3,7,1540,0,98011,47.7357,-122.195,1560,7500,2015,4,1968
290000,3,1.0,910,7620,1.0,0,2,3,7,910,0,98106,47.5278,-122.343,1660,7620,2015,3,1971
380000,3,2.0,1840,8580,1.0,0,0,3,8,1840,0,98058,47.4626,-122.132,2190,8580,2014,8,1990
420000,3,1.75,1444,249126,1.5,0,0,3,7,1444,0,98070,47.4104,-122.486,1760,224770,2014,6,2008
342450,3,1.5,1280,5525,1.0,0,0,3,7,1280,0,98133,47.7339,-122.336,1330,5286,2014,11,1962
370000,4,1.0,1310,6000,1.5,0,0,3,7,1310,0,98144,47.5822,-122.295,1630,6000,2014,7,1940
240000,3,1.75,1540,6687,1.0,0,0,3,7,1200,340,98022,47.1938,-121.981,1540,7242,2015,4,1991
1400000,4,3.5,4380,66613,1.5,0,0,3,11,4380,0,98077,47.7279,-122.048,4010,70109,2015,4,1993
278750,2,2.0,800,5765,1.0,0,0,4,6,800,0,98133,47.7024,-122.346,1160,3844,2014,9,1936
475000,3,1.75,1870,25157,2.0,0,0,3,7,1870,0,98014,47.695,-121.915,1870,15391,2014,8,1978
329950,4,2.5,2300,9690,2.0,0,0,3,8,2300,0,98023,47.2793,-122.352,1200,9085,2015,2,2006
419950,4,1.75,1870,16549,1.0,0,0,3,8,1870,0,98072,47.7482,-122.083,1870,10804,2015,1,1969
368000,3,1.5,1560,7884,1.0,0,0,3,7,1060,500,98125,47.7312,-122.298,1820,9000,2014,12,1969
715000,4,2.5,2970,5722,2.0,0,0,3,9,2970,0,98074,47.6134,-122.042,3940,4848,2014,12,2005
210000,4,1.75,2180,28710,1.0,0,0,3,8,1180,1000,98198,47.405,-122.288,2180,28710,2014,5,1950
665000,5,2.25,3320,60984,2.0,0,0,3,9,3320,0,98045,47.4862,-121.718,1580,55322,2014,7,2000
464000,4,2.5,3140,12591,2.0,0,0,3,9,3140,0,98042,47.3826,-122.146,2650,11720,2015,3,1993
870000,4,3.0,3040,36246,1.5,0,0,3,9,2680,360,98074,47.6093,-122.07,3520,13178,2014,7,2014
410000,3,1.75,2000,7480,1.0,0,0,3,8,1320,680,98177,47.7734,-122.359,2000,8610,2014,8,1972
270000,3,1.5,1230,7500,1.0,0,0,3,7,1230,0,98198,47.4202,-122.331,1260,7800,2014,10,1962
342000,3,1.75,1780,10409,1.0,0,0,3,7,1280,500,98058,47.4627,-122.168,1780,7415,2014,6,1981
487600,4,2.5,2340,12080,2.0,0,0,3,8,2340,0,98019,47.7325,-121.969,2200,12403,2015,3,1999
319950,4,2.5,2038,7643,2.0,0,0,3,8,2038,0,98092,47.3296,-122.18,2634,6824,2014,7,2011
325000,3,2.0,1570,5600,1.0,0,0,3,8,1570,0,98058,47.4286,-122.185,2010,5600,2014,12,1999
590000,3,1.0,1610,58370,1.0,0,0,3,7,1610,0,98053,47.6718,-122.044,2510,58127,2015,3,1978
270000,4,2.5,1670,8056,1.0,0,0,3,7,1170,500,98168,47.4884,-122.319,1360,8056,2015,1,1961
341000,3,2.25,1750,8900,2.0,0,0,4,8,1750,0,98058,47.4451,-122.136,1680,7910,2014,7,1977
329000,3,1.0,1600,5952,1.0,0,0,4,7,1150,450,98106,47.5292,-122.362,1460,6200,2014,5,1964
425000,3,2.5,1950,4345,2.0,0,0,3,7,1950,0,98065,47.5202,-121.873,2260,4345,2015,3,2007
395900,3,1.75,1880,8706,1.0,0,0,3,7,940,940,98155,47.7362,-122.292,1880,7200,2015,3,1927
214000,3,1.0,1200,8316,1.0,0,0,4,6,1200,0,98002,47.3221,-122.215,1200,8316,2014,8,1953
503045,3,3.0,1560,2250,2.0,0,0,3,9,1560,0,98103,47.6929,-122.333,1610,4500,2014,7,2009
845000,3,3.5,3460,15745,2.0,0,0,3,10,3460,0,98077,47.7262,-122.06,3350,14825,2014,7,1986
456000,4,1.5,2220,12385,1.0,0,0,3,8,1270,950,98033,47.6734,-122.185,2030,8831,2014,10,1978
270000,2,1.0,1040,5700,1.0,0,0,3,6,1040,0,98118,47.519,-122.26,1380,5700,2014,11,1922
759000,3,2.25,1640,1873,3.0,0,0,3,8,1640,0,98112,47.6196,-122.297,1640,3920,2014,12,2014
468500,3,2.5,1350,1186,2.0,0,0,3,8,1120,230,98117,47.6786,-122.375,1500,1605,2014,6,2007
765000,3,2.0,1570,7000,2.0,0,2,4,8,1050,520,98122,47.6061,-122.286,1990,6675,2014,6,1971
655000,3,1.0,1270,3600,1.5,0,0,3,7,1270,0,98119,47.6368,-122.37,1710,3600,2014,11,1906
488000,3,2.5,3160,13603,2.0,0,0,3,8,3160,0,98019,47.7443,-121.977,3050,9232,2014,7,2003
344000,2,2.0,1300,4659,1.0,0,0,3,8,1300,0,98053,47.7132,-122.033,1640,4780,2014,9,2005
439000,3,2.5,1680,2801,2.0,0,0,3,7,1680,0,98011,47.745,-122.181,1920,2723,2014,10,2011
469500,5,2.5,2970,24759,1.0,0,0,4,8,1670,1300,98031,47.3908,-122.173,2100,21803,2014,8,1969
464500,4,2.5,1750,11381,1.0,0,0,4,7,1610,140,98155,47.7425,-122.321,1080,11375,2014,8,1947
399950,3,1.0,1720,8910,1.0,0,0,4,7,1720,0,98155,47.7736,-122.296,1870,8640,2014,10,1954
899900,4,2.5,2580,3909,2.0,0,0,3,8,2580,0,98033,47.6852,-122.21,1820,5772,2014,6,2013
580000,3,1.5,1860,7190,2.0,0,1,5,7,1860,0,98177,47.7716,-122.392,1670,5525,2014,9,1952
266000,3,2.5,1940,8547,1.0,0,0,3,7,1460,480,98030,47.3491,-122.177,1750,7803,2014,5,1989
770000,4,2.25,2730,5000,1.0,0,0,5,7,1460,1270,98116,47.5843,-122.393,2010,5000,2014,11,1955
375000,6,2.0,1900,8057,1.0,0,0,4,7,1170,730,98133,47.762,-122.335,2090,8626,2014,8,1959
980000,4,4.25,3250,11780,2.0,0,0,3,8,2360,890,98004,47.6322,-122.203,1800,9000,2014,9,2001
285000,3,1.5,1490,10367,1.0,0,0,3,7,1010,480,98146,47.4973,-122.347,1000,8254,2015,4,1957
165000,3,2.5,1660,2415,2.0,0,0,3,7,1660,0,98042,47.3763,-122.148,1740,2624,2014,8,1983
622500,2,1.75,1510,851,3.0,0,0,3,8,1420,90,98107,47.6536,-122.358,1300,1338,2015,2,2013
200000,1,0.75,680,9600,1.0,0,0,3,5,680,0,98115,47.6964,-122.306,1580,6624,2014,11,1947
215000,3,1.0,1150,7560,1.0,0,0,4,6,1150,0,98058,47.4613,-122.184,1230,7560,2014,9,1958
160000,2,1.0,1020,13647,1.0,0,0,5,6,1020,0,98022,47.2848,-121.927,980,8250,2015,4,1974
291000,3,1.75,1560,9788,1.0,0,0,3,7,1560,0,98178,47.4876,-122.226,1840,11180,2014,5,1964
754842,3,2.5,2930,5641,2.0,0,0,3,8,2930,0,98052,47.71,-122.113,3300,5641,2014,10,2013
230000,3,1.0,1000,4000,1.5,0,0,4,6,1000,0,98118,47.5523,-122.286,1040,4240,2015,2,1915
230000,3,1.0,940,10875,1.0,0,0,3,7,940,0,98056,47.5121,-122.168,1250,11200,2014,9,1957
550000,3,2.25,1360,5111,1.5,0,0,5,7,1360,0,98115,47.6988,-122.313,1900,5111,2014,9,1934
375000,2,1.0,710,4618,1.0,0,1,3,5,710,0,98199,47.64,-122.394,1810,4988,2015,2,1925
400000,2,2.0,1050,1173,2.0,0,0,3,8,720,330,98122,47.6181,-122.302,1340,1317,2015,1,2004
560000,4,2.5,2480,16360,1.0,0,0,5,7,1510,970,98028,47.7638,-122.265,1770,15205,2014,6,1959
775000,3,2.5,2890,8470,2.0,0,0,3,10,2890,0,98075,47.5785,-122.054,3000,8879,2014,7,1996
427000,4,2.5,1600,14000,1.0,0,0,3,8,1310,290,98125,47.7258,-122.326,1600,10200,2014,8,1950
525000,3,1.75,2120,9146,1.0,0,0,3,8,1260,860,98074,47.6475,-122.064,2040,10485,2014,10,1981
257000,3,1.75,1800,9000,1.0,0,0,3,7,1200,600,98178,47.4932,-122.278,980,6000,2014,10,1961
490000,2,1.0,950,3060,1.0,0,0,3,6,810,140,98105,47.6698,-122.323,1510,3780,2014,10,1925
805000,4,2.75,2410,6000,1.0,0,0,5,8,1410,1000,98107,47.6707,-122.399,1760,6000,2014,5,1950
307000,4,2.0,2390,23972,2.0,0,0,3,7,1720,670,98023,47.3197,-122.343,1950,22750,2015,4,1949
1000000,4,2.5,2610,3277,1.5,0,0,5,8,1920,690,98103,47.6636,-122.33,1810,3277,2014,7,1922
1185000,4,2.75,3020,8622,2.0,0,0,3,9,3020,0,98004,47.5866,-122.201,3060,14303,2014,7,2003
590000,3,2.5,2290,4203,2.0,0,0,3,9,2290,0,98006,47.5441,-122.172,2290,5089,2015,4,2001
245000,3,1.0,1370,6000,1.0,0,0,3,7,1370,0,98146,47.4879,-122.339,1370,9520,2014,8,1955
550000,4,1.75,2030,5688,2.0,0,4,4,9,1730,300,98146,47.5071,-122.387,2320,11107,2014,9,1939
400000,3,1.0,1430,10005,1.5,0,0,4,7,1430,0,98133,47.7181,-122.338,1720,8822,2014,6,1950
521900,3,2.5,2100,12338,2.0,0,0,3,9,2100,0,98072,47.7412,-122.168,2320,6257,2014,12,1997
829000,4,3.0,3310,4500,2.5,0,0,5,9,2910,400,98103,47.6594,-122.345,1440,3750,2014,8,1900
640000,4,2.0,2360,6000,2.0,0,0,4,8,2360,0,98107,47.6702,-122.362,1730,4700,2014,12,1904
470000,2,1.0,1220,4000,1.5,0,0,4,6,1220,0,98103,47.6801,-122.354,1580,4000,2014,12,1908
513000,4,2.5,2000,5684,2.0,0,0,3,8,2000,0,98028,47.7443,-122.22,2210,7066,2014,5,1996
560000,3,3.0,4120,60392,2.0,0,2,3,9,3180,940,98014,47.6804,-121.913,2770,64033,2014,5,1994
580000,3,2.5,1980,1873,2.0,0,0,3,7,1470,510,98107,47.6659,-122.369,1500,1873,2015,5,1996
550000,4,1.0,1440,3600,1.5,0,0,4,7,1440,0,98116,47.5694,-122.385,1010,5175,2014,7,1924
215000,4,1.0,1130,7400,1.0,0,0,4,7,1130,0,98003,47.3437,-122.316,1540,7379,2014,9,1969
331500,4,2.5,2050,10271,2.0,0,0,3,7,2050,0,98042,47.3628,-122.075,2050,8103,2014,10,1998
826000,3,1.5,1890,5000,1.5,0,0,3,9,1890,0,98109,47.6312,-122.353,2560,5000,2014,12,1929
635000,4,1.75,1950,13320,1.0,0,0,4,8,1370,580,98007,47.6196,-122.139,2120,12051,2014,5,1969
510000,3,2.0,1600,4510,1.0,0,0,3,7,990,610,98103,47.6939,-122.34,1580,4561,2014,9,1978
115000,2,0.75,550,7980,1.0,0,0,3,5,550,0,98146,47.511,-122.348,1330,7980,2014,7,1952
1010000,2,2.0,1460,9052,1.0,0,2,5,6,1460,0,98033,47.6857,-122.208,2554,7834,2014,6,1900
270000,4,2.75,1990,7252,1.0,0,0,3,7,1270,720,98002,47.2839,-122.202,2100,7535,2014,6,1999
625000,3,1.5,1990,5978,1.5,1,4,4,7,1990,0,98198,47.3449,-122.329,2100,6221,2014,7,1926
381000,3,1.75,2700,18246,1.0,0,0,4,7,1510,1190,98059,47.4817,-122.097,1620,16986,2014,10,1967
411500,3,1.0,1130,8159,1.0,0,0,4,7,1130,0,98133,47.7362,-122.333,1570,8162,2015,3,1954
249000,3,1.5,1070,5150,1.0,0,0,4,6,1070,0,98106,47.5335,-122.349,1020,4800,2014,8,1940
775000,4,3.5,4130,77832,2.0,0,2,3,10,4130,0,98042,47.3229,-122.045,4130,87476,2014,7,2011
350000,3,2.5,2180,15484,1.0,0,0,3,8,2180,0,98003,47.2688,-122.309,2090,10775,2014,10,1992
139000,4,1.5,1410,10648,1.0,0,0,4,7,1410,0,98030,47.3736,-122.188,1410,10522,2015,2,1966
1120000,5,1.5,2540,6660,2.0,0,3,4,8,2340,200,98136,47.5144,-122.393,2460,9000,2014,6,1954
315000,2,1.0,770,6731,1.0,0,0,4,6,770,0,98155,47.7505,-122.312,1120,9212,2015,5,1943
2575000,4,3.5,3280,3800,2.0,0,0,3,11,2880,400,98112,47.6299,-122.28,2050,3800,2014,9,2011
620000,3,2.25,2010,7495,1.0,0,0,4,8,1570,440,98027,47.5613,-122.083,2050,8402,2015,2,1979
290000,2,1.0,840,3844,1.0,0,0,4,6,840,0,98133,47.7048,-122.347,1040,3844,2014,7,1919
311000,3,1.0,1310,8370,1.5,0,0,3,7,1310,0,98034,47.7284,-122.241,1310,8370,2014,10,1962
455000,4,2.5,1770,13168,2.0,0,0,3,7,1770,0,98019,47.7306,-121.966,2050,14859,2015,5,1990
452100,4,2.5,3160,6540,1.0,0,3,3,8,1580,1580,98178,47.5037,-122.24,1990,7090,2015,4,1959
390000,3,1.75,1790,7123,1.0,0,0,3,7,1790,0,98019,47.7429,-121.981,1660,8128,2015,4,1995
420000,4,2.25,2930,9840,1.0,0,0,4,8,1560,1370,98023,47.3103,-122.382,2800,8374,2015,2,1977
950000,4,3.0,2980,44431,2.0,0,0,2,10,2640,340,98034,47.7154,-122.161,2010,7332,2014,9,1981
292000,3,2.5,1270,1283,3.0,0,0,3,7,1270,0,98125,47.7209,-122.291,1270,1512,2014,10,2007
267300,3,1.75,1890,93218,1.0,0,0,4,7,1890,0,98092,47.2568,-122.07,1690,172062,2014,7,1964
245000,3,2.0,1850,8208,1.0,0,0,4,7,1180,670,98023,47.3109,-122.362,1790,8174,2014,8,1970
750000,4,2.25,2160,9525,1.0,0,0,3,8,1080,1080,98040,47.5651,-122.221,2780,9525,2015,3,1961
464625,4,2.75,2040,8996,1.0,0,0,4,8,1260,780,98033,47.666,-122.185,2470,9180,2014,10,1974
1100000,4,3.0,3320,5760,2.0,0,0,3,9,2120,1200,98199,47.6474,-122.389,2400,6144,2015,3,2007
346950,3,1.75,1830,10954,1.0,0,0,3,7,1830,0,98155,47.7554,-122.306,1850,8624,2014,7,1963
530000,2,2.0,1680,4950,1.0,0,0,3,8,1680,0,98053,47.7194,-122.022,1570,4800,2014,5,2006
273950,3,2.25,1570,3109,2.0,0,0,3,8,1570,0,98092,47.3258,-122.186,1680,3590,2015,3,2002
245000,2,1.0,670,2356,1.0,0,0,5,6,670,0,98144,47.5918,-122.295,1220,1740,2014,11,1960
598555,3,2.5,3040,7880,2.0,0,0,3,9,3040,0,98056,47.5277,-122.184,3040,7880,2014,10,2004
576000,4,2.5,2440,28405,2.0,0,0,3,8,2440,0,98028,47.7386,-122.238,2480,11429,2014,6,2002
289500,3,1.0,960,6400,1.0,0,0,4,6,820,140,98178,47.496,-122.239,1200,6600,2014,8,1944
239000,3,1.0,1200,7810,1.0,0,0,4,7,1200,0,98038,47.3631,-122.05,1590,7800,2015,4,1967
759000,3,2.0,2260,7200,1.0,0,3,3,7,1130,1130,98144,47.5886,-122.288,2260,6000,2014,10,1941
372000,4,2.75,2610,8967,2.0,0,0,4,8,2610,0,98042,47.3747,-122.124,2390,7852,2015,2,1990
769950,3,2.0,2190,5400,1.0,0,2,5,7,1260,930,98107,47.6737,-122.4,2160,5400,2014,10,1952
676000,3,2.5,2240,3825,2.0,0,0,3,7,2240,0,98117,47.6786,-122.389,1460,5100,2014,12,1995
588000,4,1.75,2170,5750,1.0,0,2,3,7,1370,800,98116,47.5668,-122.383,1450,5750,2015,3,1975
145600,3,1.0,1170,7560,1.0,0,0,3,6,1170,0,98058,47.4514,-122.178,1170,7560,2015,4,1958
420000,3,2.5,1470,1445,2.0,0,0,3,8,1160,310,98029,47.5468,-121.998,1470,1525,2015,5,2005
347950,5,2.25,1700,13500,1.5,0,0,4,7,1700,0,98059,47.4611,-122.067,1810,14550,2015,3,1962
475000,3,2.5,950,1110,2.0,0,0,3,8,950,0,98102,47.6226,-122.319,1230,1215,2014,6,2003
452000,2,1.75,1660,11747,1.0,0,0,3,7,830,830,98155,47.7661,-122.306,1900,19850,2015,4,1981
278000,5,1.5,1820,8712,1.0,0,0,5,7,1090,730,98032,47.3712,-122.289,1820,8712,2015,3,1960
572000,3,1.75,1850,22767,1.5,0,4,5,6,1850,0,98074,47.6144,-122.067,2700,17906,2015,2,1908
695000,3,2.0,2500,4080,1.5,0,0,5,7,1680,820,98103,47.6813,-122.346,1550,3060,2014,7,1922
625000,4,2.75,3010,6854,2.0,0,2,3,9,2570,440,98065,47.5171,-121.876,1830,2952,2014,12,2012
360000,3,2.5,2150,14092,2.0,0,0,3,8,2150,0,98058,47.4621,-122.129,2400,10699,2015,5,1991
480000,2,1.75,1170,4635,1.0,0,0,4,6,690,480,98117,47.6842,-122.359,1240,4120,2014,8,1924
189000,2,1.0,790,7128,1.0,0,0,3,6,790,0,98168,47.4873,-122.324,1110,7150,2014,11,1944
300000,3,2.5,1880,4200,2.0,0,0,3,7,1880,0,98038,47.366,-122.017,2090,4200,2014,8,2007
660500,5,2.5,2950,5500,1.5,0,0,5,7,1720,1230,98144,47.5785,-122.293,2200,5000,2014,7,1918
560000,3,2.5,3440,103672,2.0,0,0,3,9,3440,0,98038,47.3895,-121.986,2710,112820,2014,9,1990
314950,3,2.25,1654,8479,2.0,0,0,3,7,1654,0,98038,47.3627,-122.037,1654,8479,2015,3,1995
580000,3,2.25,2190,8188,2.0,0,0,3,8,1810,380,98052,47.6883,-122.113,2190,8374,2015,3,1978
1900000,4,3.25,5080,27755,2.0,0,0,3,11,5080,0,98006,47.5423,-122.111,4730,22326,2014,12,2001
565000,4,2.5,2440,22594,2.0,0,0,3,8,2440,0,98053,47.6333,-121.97,2560,33341,2014,5,1996
415000,2,1.0,670,6000,1.0,0,0,5,6,670,0,98118,47.561,-122.275,1240,5040,2015,4,1949
283000,4,2.75,2130,8560,1.0,0,0,3,7,1560,570,98022,47.1949,-122.01,2130,8560,2014,10,1992
562000,5,2.25,3040,8111,2.0,0,0,3,8,3040,0,98052,47.7157,-122.103,2020,8304,2014,5,1984
370000,3,1.75,1150,6600,1.5,0,0,4,6,1150,0,98033,47.6709,-122.185,1530,6600,2014,8,1970
556000,3,2.25,2020,3600,2.0,0,0,3,8,2020,0,98033,47.6678,-122.165,2070,3699,2014,5,1998
375000,4,2.25,2020,12500,2.0,0,0,2,8,2020,0,98056,47.5403,-122.175,1800,13175,2015,1,1966
455000,5,2.0,1510,3000,2.0,0,0,3,6,1510,0,98122,47.6029,-122.304,1610,3600,2015,2,1983
625000,3,1.75,2100,3264,1.5,0,0,5,7,1350,750,98107,47.6702,-122.364,1720,3750,2015,4,1912
279000,4,2.5,2040,8076,2.0,0,0,3,7,2040,0,98042,47.3691,-122.074,2040,8408,2014,9,1994
355000,3,2.5,1590,4242,2.0,0,0,3,7,1590,0,98065,47.5309,-121.876,1590,3702,2014,8,2000
879000,4,2.5,3360,22111,2.0,0,0,3,10,3360,0,98075,47.5951,-122.017,3150,11374,2014,7,1994
275000,3,1.75,1300,8099,1.0,0,0,4,7,1080,220,98056,47.5026,-122.172,1270,8099,2014,7,1976
400000,6,2.5,3060,17112,1.0,0,0,4,8,1530,1530,98058,47.4379,-122.146,2690,16038,2015,1,1967
285000,4,2.25,2150,8250,1.0,0,0,4,7,1240,910,98023,47.3045,-122.378,2050,7875,2014,12,1978
450000,3,2.25,1960,6500,2.0,0,0,4,8,1960,0,98052,47.6642,-122.129,1860,6160,2014,8,1977
